summary,text
loved red dragon favor skip,much integral parts book red dragon completely ignored movie rip bitter disappointment even see hear name francis dollarhyde kidnaps reporter nearly enough investment dollarhydes psyche let alone motives characters thomas harris vividly brought life book shallow replicas movie loved book red dragon favor skip movie
comic relief duran duran ikealand version,bought hannibal lecter collection finally made lol wow terrible gave stars worth watching laugh megastyle blow long overly drawn pauses sunsets lead actors gaze lens cheesy soundtrack scripted horridly robotic dialogue especially hannibal jail cell etc thought care norton newer version red dragon like genius actor compared horrid style substancefesthonestly would never seen heard knew anything storymoviehannibal lecter movie would made sense utterly boring hour scriptfilm even mentions anything relationship lecter come lol horribly written read book despite need make script compelling makes sense anthony hopkins takes huge dump entire film brought hannibal life completely guy cox whoever makes hannibal seem totally forgettable ever wayi would suggest buying stand alone movie love johnson style fluff otherwise justification would forced buy hannibal lecter collection get hannibal bluray since apparently available
promising underdeveloped,series problems manhunter firstly acting places disappointing petersen occasionally unconvincing wife son dreadful secondly script flawed often lacks spontaneity realism third film raises series interesting ideas tragically undeveloped instance lector character petersen psychology failed attempt answer film major issues killer character work seemed far frail pathetic murdered two sets children cold blood dualism tenderness cold violence really come idea killer wants become like god also underdeveloped also fundamental structural flaw tension accumulated meet murderer impressive sadly arrival destroys tension also psychological enigma surrounding behaviour character frank disappointment general sense bathos introduction said film serious pluspoints dante spinotti photography ever masterful mann direction subtle suggestive brian cox superb lecter entire scene mental hospital crowning glory film profound disturbing intense film shows promise potential flounders due
inferior red dragon,reading numerous reviews red dragon ranting raving film great felt like really see fuss rented filmmanhunter dated good way score sounds like vangelis bad hair day far much exposition always sign screenwriter failed properly translating literary medium visual medium filmacting rather mediocre poor nothing remarkable perhaps worst film lacks anthony hopkins ridiculous may sound hannibal lecter nobody lecter like hannibal lecter movie without hopkins automatically missing something opinion course recognize people may care much plays lecteri found getting bored bit drowsy watching feeling never left barely managed sit film case want peg kid unable appreciate pre90 films years old time favorite movies made late mid one lacks taut script production values acting cinematography musical score visual storytelling ability red dragon contrary many said reviewing aforementioned movie one ripe remake would shame leave perhaps best thom harris hannibal books lousy adaptationmany fans film state various silly reasons like presence song inagaddadavida kitschy atmosphere subtle atmosphere etc single explanation yet makes sense like inagaddadavida much would suggest picking iron butterfly rather movienot read book sure much red dragon stole manhunter much came book say red dragon better every conceivable respect skip turkey rent red dragon instead like rent one first see much better red dragon
boring creepy,wait finally overthe real manhunter made true book retained namewhile manhunter toothless yapfestbrett ratners red dragon like 15000 headed sharkthose dislike new version say director used paint numbers approachif painting eventually resemble book version iti see nothing wrong director focusing author intendedwhat supposed doa rehash sorry mann vision thankfully brian cox non entity book2003 versionhopkinsshall sayhas hands partin mike manns versionits walk aroundtalktalktalkappear confusedtalktalktalk roll creditsratner made sure would case herei like petersons graham nortonsbut kudos manhunter getsnorton seems naive agent already experienced hell professionway sheepishmike mann directed movies equal parts talkactioncome mindwhy decided yap confused mewellthank ratner hearing conplain fullfill mrthomas true vision red dragon
manhunter,possibly add 300 reviews already statedi know watching red dragon wanted write michael mann personal letter thanking beautiful movie made 1986 called manhunter always one favourite must movies seeing red dragon knew silence lambshannibalred dragon first introductions characters wish acquainted manhunter first generational promotional gaps cannot helped mann film low budget presented one influential crime films time style atmosphere inspiration many movie television drama despite lack monetary backing rewatched manhunter red dragon even noticed jodie foster played character silence lambs much like petersen even facial twitches speaking hannibal something frankenstein dungeon atmosphere adaptions hannibal always telegraphed menace cannibal psychologist always felt anthony hopkins brilliant hannibal sheer menace boiled underneath great actor personally feel saves films slight mediocrity held comparison mann manhunter hannibal white prison cell somehow allows actor create menace blank space big difference hannibal speed deliver insanity hopkins slow menacing manipulative calculating speech brian cox quick surefooted adapting quickly situation response arrives feel suited character something cox way getting graham home phone number manhunter found believeable chilling easy gotten hopkins wonderful actor imagine mann could done given liberty work cox certainly admirable credible role well understated word hopkins looks crazy sure would psychological advice cox much approachable danger isthere much mann manhunter stylistically atmospherically artistically dwarfs later adaptions even though low budget cannot even begin describe well movie worked many levels main one characters much defined details book somewhat left brought stead mood dennis farina carries protective air petersen graham much greater effect feeling farina crawford danger falling psychological edge petersen graham serves foothold character start falling start caring characters dependency eachother mad circumstances lecktorgrahamcrawford red dragontooth fairy dolarhyde relationships shown explored camerawork understated acting everything low key menace begins grow brilliant film bad mann asked direct red dragon would justice
buy version guy flashlight cover 1st true fans also want buy divimax version well,version graham flashlight identified manhunter preferred version film picture quality edit one buy want movie dvd nice bonus features especially interviews castthe director restored edition divimax restored edition recommend fans already quite familiar standard edition described interesting see director cut bear mind elements newly inserted film stock significantly degraded picture sound overall sound mix director cut also nearly good standard version divimax version great however michael mann commentary track standard manhunter dvd divimax version contain cast interviewsas film look bottom line dismiss manhunter reviews boring lame whatever comparison anthony hopkins films much cerebral slow paced deliberate far less sensational film silence lambs silence lambs great movie manhunter completely different type great movie manhunter colder reserved film silence dreadinducing terrifying manhunter meditatively creepythe character graham manhunter appeal sympathetic qualities clarice starling therefore viewer get emotionally involved character manhunter brian cox portrayal lecter utterly understated sardonic compared hopkin gothic slithering performance may strike viewers lacking impact hopkins version cox petersen performances subtle effective viewers appreciate understated interpretationsfinally michael mann version noted per norm mann exceptional technical precision craftsmanship artistry photography camera compositions editing words manhunter highly regarded recommended film buffsthose pay close attention technical artistic aspects medium may less thrilling entertaining casual movie goers
believe every time say director cut,michael mann far superior first film adaptation thomas harris red dragon superb creepy tense edgy slick expect genuinely evenhanded story antihero graham supposed monster francis dolarhyde manhunter artfully crafted thriller stands apart hannibal cannibal films also far prefer brian cox lektor gets skin without making incision anthony hopkins splattered screen patent medicine ookinessthat said disappointed rented particular set second director cut version clearly prerelease work print lower grade titles dubbing final scene graham visiting nearvictim family terriblethe first disc release version though restores scenes snipped vhs cut quick line scene graham figures dolarhyde picking victims missing whether really needs scene arguable mann may removed final version good reasons sneers friend former colleague crawford alienates false climax scene real climax storeroom guard confirming graham breakthrough discovery mountain forensic evidenceother first disc superbly transferred seen tape clarity color saturation original film amaze save pennies buy release version single disc release let canalanchor bay learn mislabled director cuts sell
grim gripping psychological thriller,based upon wonderful well written novel red dragon thomas harris superior chilling thriller grim gripping features william peterson role taciturn retired fbi agent graham called back service order track bizarre serial killer appears graham uncanny ability get killer mind set figure next move might killer become one preparation graham even consults imprisoned hannibal lecter deliciously played brian coxthe movie compelling times gripping joan allen affectingly plays blind woman unknowingly involves creepy serial killer chillingly played tom noonan involvement helps bring film stunning conclusion good performances dennis farina stephen lang kim greist round fine ensemble cast film taut unnerving psychological thriller deftly directed michael mann accompanied terrific musical score used great effect ever would thought iron butterfly heavy metal gadda vita could used chilling effect final climactic scene film well worth watching
superior every way silence lambs,michael mann uses sure genious bringing thomas harris red dragon screen subject matter serial killer dark ominous uses bright stylistic lighting underscore duality exists mind dark psychopath depiction lecktor everyday guy empowers psycopath ability blend hopkins admission hannibal believes lecktor depicted portayal silence lambs inconsistant author vision character story suspenseful acting powerful direction much better silence lambs could ever hoped true harris lecktor fans admire brilliance manhunter
interesting like film buy version,know manhunter somewhat dated 80s feel welldone creepy film decent acting decent directing unfortunately powers made different vhs dvd releases film one ever actual theatrical film even though new dvd releases new footage put several short scenes original cut always chopped home releases unknown reason particular release includes new clips add nothing plot movie actually make like lead characters less better left cutting room floor originally makes new scenes distracting quality terrible watching crisp highquality scene sudden little grainy awfullooking clip appear spliced back picture quality suddenly goes perfect distracting never seen director cut film done way hope never directors would cringe thought saying yes perfect vision film looked even horriblelooking clips included get best experience movie stick 2001 release one interesting one viewing hardcore fans film whose curiosity piqued
35the forgotten movie taken terms,like many people seen silence lambs know manhunter first series far one best one film far ahead time also fantastic bit film making every sense word plot basic serial killer loose cop must stop save next victim however original brilliant inventions film separates restwilliam petersen cop graham brilliant playing plays psychological torment smoothly making unnerving tom nooman quite brilliant way mean terrifying tooth fairy killer story multilayered makes hate feel sorry brian cox lector tale bother comparisons hopkins play lector differently full credit must cox though need masks camp oneliners try make scary scary eyes deceiving way talks acting prop work anthony still lector mesure manhunter weaknesses graham acting sporadic scenes getting riled asyetunknown killer bit weak also much enjoy mann probably stylized good properly mann first masterpiece opening scene pans blue sky graham crawford sitting branch sand freeze frame perfect composition vettriano image respect composition echoed movie many opportunities see visual lighting camera coming together yes 1980 pic made 1980 tribute look feel time directs film much skill style could get anyone film night scenes would mann night scenes fantastic look exception get lot film mostly filmed night screenplay cracker music class well seen film see please
absolutely amazing,plot graham pretty much set retirement fbi approached new case twisted incredibly elusive serial killer nicknamed tooth fairy decides take assignment seeks help imprisoned hannibal lecktor attempt get mindset serial killer dangerous mental experiementation nearly broke mind two past indeed case swells soon job becomes personal burden race time make sense massive puzzle save another victim mind games lecktor well mysterious tooth fairy going noholdsbarred showdown ultimate justice seems extraordinary murderer may finally meet matchmanhunter every way classic many known say superior silence lambs completely agree obviously many great aspects film including amazing score tense nighmarishly realistic atmosphere superb directing michael mann thing really hits watching characters well actors playing william petersen incredible underpressure graham obvious sense inner struggle get idea much going meets eye definitely alot psychological effect filling already mindboggling atmosphere much psychological effect driven edge brian cox tom noonan although character hannibal cannibal lecktor always strike image creepy anthony hopkins minds believe brian cox good seemed well intune storyline character sure felt sense deserved role movie sake hit nail head mind games graham lecktor undeniably unnerving really jerk viewer world easily world pure madness full psychological terror must turn attention tom noonan legendary performance tooth fairy every bit freaky creepy noonan quiet calm collective take mesmerizing character spooky touch perfection man profound theatrical talent truly brings killer life could fool anyone believing real combination graham nearbreaking psyche lecktor dark cleverness shattered mind tooth fairy tearing across script like broken glass manhunter becomes one greatest thrillers could ever seein conclusion manhunter true masterpiece deserves spot every dvd collection excellent special features including minute featurette petersen cox noonan well quite extensive bios big stars movie got every reason pick dvd
gave recipe potato chip dip,first saw manhunter back 1986 tailend doublebill rodney dangerfield vehicle back school favorably inclined see film big fan michael mann miami vice rage time found engrossing fbi procedural entertained time backburnered silence lambs came revisited film cable repeated viewings years grown appreciate film silence lambs mann masterfully directed complexities story serial killer case crosses state borders terrific ambience particularly scenes shot night climax film agent graham confronts serial killer francis dollarhyde organ solo iron butterfly inagadadavida plays background classic enough cannot said cast mann assembled william lpeterson portrays graham man clinging sanity trying feign cool detachment investigates gruesome case tom noonan effectively assays pathos dollarhyde also shows monster man stephen lang good supporting turn sleazy reporter freddy lounds joan allen demonstrates toughness vulnerability blind woman reba dollarhyde falls love inevitably compare performances brian cox anthony hopkins hannibal lecter say two superb actors deliver different interpretations character equally fine cox chose detached reading lecter film correct call also good dennis farina crawford graham fbi superior kim griest molly graham wife manhunter time release box office dud fortunately grown stature passage time
remarkable classic,never read think 1986 adaptation novel red dragon remarkably powerful dark crime thriller unique edge style sets apart many crime thrillers genre light years better replacement red dragon manhunter remarkable performance entire cast involved starring immensely talented skilled actor william peterson manhunter great outstanding thriller graham retired forensic scientist left job confrontation notorious mass murderer hannibal lector graham troubled past comes retirement track unknown serial killer randomly targets victims known tooth fairy graham may surprisingly find answers arch nemesis lector prison may hold pieces puzzle figuring tooth fairy may strike next graham ability able study minds murders albeit great cost enormous mental stress willing whatever takes hunt nail tooth fairy strikes meanwhile blind woman unaware falls love man named francis dolarhyde cast movie great much better 2002 counterpart red dragon ralph fiennes wonderful villain actor hold candle towering fred noonan psychologically twisted antagonist francis dolarhyde mood movis strange greatness something feel missing red dragon background music also great ranging disturbing ambient background music heavy metal like epic iron butterfly track inagaddadavida uncertain sense gloom foreboding doom throughout movie way excessively depressing grim right popularity brilliant sequel silence lambs unfortunately overshadowed manhunter great awesome movie unique style makes stand amongst peers disturbingly graphic scenes love crime thrillers murder mysterious movie checked necessarily viewing bad even mediocre actually good anyway comes remake red dragon choice two would easily take manhunter day highly recommended
true adaptation,first film version thomas harris novel red dragon number ways better two manhunter features somewhat less known means lesser actors lead roles young william peterson opinion rather better edward norton fbi profiler graham something toss manhunter dennis farina red dragon harvey keitel jack crawford role tom noonan takes part insane serial killer francis dollarhyde find prefer ralph fiennes among problems really good looking part noonan played number killers varying stages insanity career dollarhyde probably capper lastly brian cox character hannibal lectorthe novel lector later film versiondown perfectly smaller part recent film lector part smaller original novel wellmanhunter mostly quite faithful novel given limits film media particularly regarding running time bit much background material seems missing doubt anyone could film story exactly right much five hours noonan makeup shows effect character surgically corrected cleft lip palate really explained cox lines lector precisely spoken anthony hopkins expected lifted straight novelthe major departure novel ending would suspect running time may culprit filming real ending might even effective would also added least another quarter hour two hour film blame theatre owners thatthey like long movies length reduces number daily screenings
dream much,miss original first hannibal lechtor series score filmography still vividly used best today suspencethrill sequenceswill graham manhunter hunting frances dolarhyde also man responsible imprisoning lechtor great phsycial emotional harm himselfdo fooled dino latest grab buck rediculous red dragon red dragon remake great filmit ultimately embaressing watch lechtor chilton charachter reacted made look years younger real mccoy brian cox imho stayed hannibal lechtorif want another good performance anthony hopkins see meet joe blackby way far tell barney character actor play four movies trilogyif want original psychological thriller series found itlet say clearlythere would silence hannibal red dragon without michael mann screenplay movie manhunterhow would know would turn one time thrillerso change ending vamp bookwho caresit movie making level michael mannif enjoy series let original unseenget manhunterdream much pete
michael mann hero,one michael mann movie liked always top notch good acting movie different limited edition set hard come anymore might worth extras director cut much different original even really notic difference original remastered boy look better want see difference picture pop director cut reason seem touched one movies way actually happy tense end good guy confronts bad guy movie hooked whole way though say liked newer adaptation actually like brian cox hannibal lecter anthony hopkins although tough one call collector booklet really cool nice touch pick version really recommend although version one movies really seen see movies really make get involved story
better looking limited edition directors cut,first movie excellent give stars bought movie back 1987 remembering wanted see based previews theaters never got see came vhs however dvd release get stars nothing really special limited edition director cut video much improved still glaring omission cover later reviewi remember showtime advertising director cut movie remember much better theatrical version one scene especially stands mind final confrontation dolarhyde graham first graham bulldog special holds rounds also using glazer safety slugs theatrical version graham gets six shots whoops director cut get right fires shots also glazers bullet travel body whole point glazers explode impact preventing passing intended target possibly hitting someone behind theatrical version see blood spray 2nd 3rd shot hitting kitchen wall behind dolarhyde would happen glazers also due impact explosion bullet upon impact anyone hit would first shotin director cut blood spray never happens although blood back wall guess mann decided cut scene contained spray rather reshoot since director cut came showtime couple years movie released theatreswith theatrical limited edition anchor bay released got looking degreefirst dvd theatrical version true theatrical version extra scenes added theatrical version also scene graham sympathizes dolarhyde final confrontation left unknown reason director cut still true director cut saw showtime missing scene mentioned however version available picture horrible colors bled overall appeared copied pirated copy vhs bad lookedmuch surprise looking local store saw restored director cut excited finally given thought guess sentence sold one back dvd case restoration director cut overseen michael mann bring definitive version chilling classic guess thought since mann oversaw version figured would complete movie itto begin unlike theatrical version anchor bay released dolby big problem picture version excellent apparently used theatrical version movie however tell switches director cut scenes crisp clear theatrical scenes still big improvement first anchor bay director cut however scene graham sympathizing dolarhyde still missing actual scene followsagent jack crawford fbi feel sorry himwill graham child heart bleeds someone took little boy turned monster adult adult irredeemable butchers whole families fulfill sick fantasy adult think someone blow socksthis scene still absent whatever reason many fans feel bad missing powerful statement actually hints drives dolarhyde become brutal killer actually coincides explained dolarhyde bookwhat nice michael mann commentary one point briefly explain deg went bankrupt 1980s making impossible find original film prints many scenes possibly explains reason director cut scenes still grainy also ommitted scene still missing bad apparently european versions theatrical release contain missing scene could get ahold anchor bay could make much senseother dvd much offer still pictures deleted alternate scenes trailer dvd rom read script pdf format since many scenes filmed tom noonan red dragon tatoo bad could put deleted scenes section maybe due deg going bankrupt could find original prints scenesif limited edition theatrical version keep since nothing else special dvd still better looking director cut dvd worth due lack special features still missing scene dvd release gets 3star rating still worth complete hannibal collection
first arguably best,michael mann major mistake making film change name red dragon became manhunter one great mysteries time mann though write creditable script select fine cast significant aspect film brian cox hannibal cox longterm wellestablished member british theater communitya splendid actor scenes fbi man petersen creepy chilling anthony hopkins tries accomplish overthetop performances cox accomplishes matter minutes personification brilliant malevolence hannibal shrink cox uses character background perfection worming way petersen sensitivities undermine manthere genuinely frightening scenes also stylistic touches disservice overall effect moments film looks like miami vice stylized primarycolored soundtracked said though films thomas harris books one hits closest heart harris actually wrote see nothing else brian cox goosebumpraising performancerecommended
terrible rendition great movie,big fans manhunter would advise steer clear ofthis dvd plan billed theatrical version fact poorly spliced rendition awkwardly edits two scenes theatrical release including one pivotal scenes yet within banal footage restored cutting room floor cuts poorly done sense given represent theatrical release destroy momentum finely edited movie know ignorance arrogance worst hack job ever seen trying pass product whoever charge anchor bay idiot michael mann would calling lawyers director cut even worse includes untheatrical release socalled director cut compilation interesting interesting outtakes companion true theatrical release would fascinating addition anchor bay finds way ruin good product entire movie put video postproduction smudged blurry transferred vhs tape worn one incredible anyone could audacity offer kind cheapness hard earned moneyi saw movie first came theatre considered one best year rushed buy laserdisc version came director cut dvd released anchor bay year would waiting list ready welcome widescreen thanks enhanced version intimately aware movie imagine disappointment waste time wait better version come outas folks want compare silence lambs manhunter usually favor one minds pretty much made point squarely manhunter camp enjoyed silence could never take seriously since found portayal lector cartoonishly superhuman therefore unrealistic unsuspensful however manhunter lector chilling realistic portrayal awes every time see one evil genius manages manipulate events outside cell simple device telephone lector safely behind steralized bars yet still manages forceful presence tbe reckoned withi hope every fan future fan manhunter gets see way first came fine piece craft lean edgey yet flowed stylishly siskel ebert rated one best movies ever years came holding onto laserdisc
terrific stylistic thriller,thing wrong picture title adapted thomas harris novel red dragon decision made change title probably thinking american film goers would think kung movie something probably right also acclaimed sequel silence lambs author another great film michael mann oozing style substance style may bother people shot various unnatural hues including violet blue green perhaps realistic always seem fit scene mann photographer place cameras interesting places take example hannibal lector stark white cell see lector graham centered bars quick cuts back forth another camera hovers room movie really lector however serial killer known tooth fairy petersen struggles sanity homes killer using ability get inside killer head stole theme miami vice series time another great tactic mann known use music get original score reds michel rubini mention unbelievably cool climatic scene featuring iron butterfly inagaddadavida
smell,one indelible images thriller history moment first see hannibal lector brilliant mesmerizing silence lambs yet one scariest images film history opening shot manhunter woman awakens flashlight shined tooth fairy killer later remade woeful red dragon movie proves yes edward norton maybe better actor william petersen certainly better graham michael mann unique artist whose stylish matter fact approach creates best lector saga best serial killer genre includes doozies like aforementioned silence well physco se7en classics mann something different creates atmosphere invades part physce stays forever
underrated,manhunter michael mann direction novel red dragon shows far different approach lectertype characterization later terrorizing cinemas silence lambsanother one thomas harris novelsturnedmovies though similar silence lambs format shows entirely different perspectives investigation fbi character insane hannibal lektor film strongest points direction music score add great depth achieve suspense horror harris original novel story exfbi agent graham played william petersen called back duty assist finding serial killer nicknamed toothfairy played tom noonan exposed graham caught one great serial killers former psychiatrist hannibal lektor played brian cox consult lektor help given nine days complete case graham quickly find serial killer save lives innocent peoplemichael mann meticulous design sets even though lack money current technology obvious portrays beautiful light every scene camera offtempo staccato shifts match story suspense masterfully overbearing power certain colorsmatched poignant significance sceneassists conveying viewer sense visual emotion also silenceused lazzarus song goodbye horses characterize serial killer manhunter also uses music set tone killer occasions lektor contacted graham suspenseful horrifying experience expressed viewer accurate harris novel done anthony hopkins latter hannibal movies unfortunately unlike silence lambs hannibal genius lektorthough mastermind behind movieis scarcely onscreen instead influence turned exfbi agent graham ability mold psyche killers tracks toothfairy played tom noonan allowed mingle actors set create sense mystery fear finally met screen actor william petersen described aura scenes serial killer compelling repelling timedirector michael mann lowbudget film manhunter originally named red dragon changed sounded much like karate movie accurate representation thomas harris novels yet though first takes set scene end thoroughly rewarded feeling watching one compellingand repellingmovies kind
original still best,manhunter movie fell love story hannibal lecter direction style michael mann movie much better recent red dragon movie use music lighting direction actors performances virtually everything better inferior red dragon still surprised william peterson become star performance live die layou owe witness amazing performances filmyou would think reading cast list lesserknown stars manhunter actually much better job highend names red dragonwilliam peterson way better edward nortontom noonan way better ralph fiennesjoan allen way better emily watsondennis farina way better harvey keiteland yes brian cox sinister job hannibal anthony hopkinsmichael mann way better whatever hack directed red dragon
effective thriller,manhunter good thriller deserves placed silence lambs one best films kind film superbly directed michael mann also made heat insider like movies shows exquisite eye visual composition photography rich makes use colors shadows mann screenplay based novel thomas harris complex full believable characters admired movie mann combining superb performances rich photography edgy music creates intense atmosphere stays movie true understanding really creepy acting also well done william petersen makes feel tension character tom noonan presents one creepiest psychos ever devised motion picture brian cox also interesting hannibal lecter surpass anthony hopkins version still good remember probable hopkins took edges role manhunter made 1985 way silence lambs released thing lacking energy mann needed add visceral edge movie would masterpiece end manhunter visually seductive well written effective fine piece filmmaking
gentleman krakow may right,know best thriller easily top tenup wait dark marathon man sadly one underrated thrillers ever made saw theater bozo couple rows stood end credits rolled said dat movie dat video manhunter director michael mann guy miami vicethe show born nbc exec scribbled words mtvcops although mann visual style bold use color cuttingis dazzling much mtv mind candy petersen gives oscarquality performance conveying revulsion able get killer head afraid hunter becoming person trying catch cable syndicated theatrical video versions different first line buy definitive cut february 2001 forgot mention brian cox even creepier lechter hopkinshe real human monster
better silence lambs,mainly tooth fairy compelling figure buffalo bill generally wellexecuted movie best start getting know killer excellently portrayed tom noonan even though press dubbed tooth fairy nasty bite marks cadavers killer prefers think red dragon suitably macho monicker perhaps compensates painfully shy socially inadequate harelipped persona butchering families finds time actually fall love blind coworker generating enough sympathy may find surprised great character good writing good overelaborate setup william petersen graham fbi amusingly movie could care less whether able follow details hightech tools diagrams psychoanalytical profiles thrown first halfhour one would think fbi sending agent graham moon rather putting another case notion hero putting exact frame mind killer passes belief finally deal petersen weird little beardwell quite finally word legendary mythic pop icon blah blah hannibal lecter okay news manhunter minor personage worth much discussion reviews movie stands quite nicely merits without dragging baggage later films presented titlecards endcredits items discussion reviewing movie given criteria manhunter success
lock doors pull drapes,first adaptation thomas harris novel far best yes superior even silence lambs actors unfamiliar audiences time enhances entire experience giving film immediacy lack predictability one misses big stars onscreen one hannibal lecter imho exquisitely bland brian cox anthony hopkins dare hear iron butterfly inagaddadavida without shuddering classic horror film subtle nuances flash subliminal mind inconvenient times watch alone home night giant german shepherd slumbering feet nothing reassure
comment commentary,manhunter great movienot story hallmark actingbut also film making perspective wellso many innovationsconcepts styles due geniusstay relevant today noonan cox bring film almost dimensional reality performances far beyond would expected couple unknown actorsin opinionthese guys really run show disrespect outstanding work william petersenwho captures role spooky resolvehe plays role wellthat realize actor really performing investagatorgetting heads people pursuingplaying music almost much cast member actorsmusic brilliant use constructionif ever soundtrack deserves cdits one anyway basic manhunter dvdand restored directors cuti really enjoy commentarythe difference two really matter two different commentarythe basic unit castpetersennoonancox andallenthe restored directors cut michael mann going solo mann commentary collection thoughts techniquesinspiration character development lot film school stuff interesteven layman basic unit cast lot interactiveno theydont exactly hoot slightly entertainingas behind scenes deal goes mann comments plus enjoy film andseems times getting caught itas resulthehas moments speakbut instead watches movie viewerkind coolyou get see point hes making rather talk moment goes goya pays money takes chancesbut either casewhichever preferthis simply excellent movie even today real thriller
forget rest one best,first far best films hannibal relationship clarise starling nothing compared tension lector grahm direction great good way much michael mann film good thing ask anyone seen film read red dragon tell far better silience lambs hannibal
stylish wellassembled,michael mann one greatest directors takes crack thomas harris brilliant novel red dragon stylish film version manhunter film tense smart welldetailed also artistic rich cinematography dante spinotti also worked mann 1995 heat recently nominated oscar mann brilliant insider film lacks power effect brian cox convincing serial killer hannibal lecter anthony hopkins silence lambs better watch lambs take many easy shots mann still great job directing usual visual style exquisite composition manhunter really gripping times keeps interested almost entire length ending little unsatisfying though welldirected another flaw manhunter sometimes feels much like made movie end effect convincing style good script really want see michael mann talent watch heat insider
finally original theatrical release,think ever going come three itterations chop shopped anchor bayi huge fan movie still holding vhs copies dvd releases previously came werenot good cut certain scenes poorly edited dialogue adding previously unseen cut scenes added nothing orginal threatical release beyond methis movie long since beleived one finest made crime drama movies ever madethe original hannibal lecktor orginal graham original tooth fairy dennis farina joan allen micheal mann directing bootif dvd already buy anyways dissappointmenti guarantee ithawkaddendum orginal review movie first released dvd difference amazinghow difficult would like rate movie five plus stars indeed masterpiece hand anchor bay butchered much deserve high ranking would almost like opt seperate rating system amazon one like movie seperate one fans movie thought anchor bay remasteringfor would interested anchor bay canned response recent critiquedear customerit come attention thanks version manhunter missing several seconds footage found viewing sourcesplease aware interpositive film used make disc print many varying differences best source world film aware several minutes differences version director cut went michael mann master containing existing exact version preferred cutmichael mann cut version wanted home video well anchor bay understood tradeoff content expense stateoftheart quality mind abe followed quality path create thanks disc versionwe heard positive feedback regard releases sorry customer prefer one several versions distribution media territorieswe opposed cannibalizing manhunter create hybrid version two apologize anyone feels put best efforts version think know always appreciate feedback strive best film case versions released best could record hoping customer enjoy effortsyes lame response took shot back anchor bay telling fact indeed cannabilize film never responded backwhat really expect though summation five stars movie stars anchor bay effortlaziness
manhunter,love quality restoration done disk one simply wish included true theatrical version instead improperly splicing directors cut however quality superb manhunter dvd able match onemy problem directors cut bloody pisspoor video quality like version theatrical cut overall could fully restore entire film 1080p give surround truehd audio track would perfect movie
time love,wow sir anthony hopkins ever slimed purred way onto silver screen silence lambs hannibal lecter ever repugnant brilliant brian cox played manhunter see sixfingered hands bright maroon eyes hannibal cannibal possesses original novels think cox ten times scarier hopkins wasthis 1986 offering treat many levels brief nutty retired fbi profiler graham happened capture hannibal lecktor approached help solve serious serial killer case dennis farina turns fine early performance graham old pal det jack crawfordand chicago native farina loved seeing thing set chicago though travels around bita weirdo serial killer causing trouble graham one put stop det crawford goes beg graham intercede one last time help catch sick bastard graham agrees one first things visit evil hannibal lecktor prison slipup story butthis 1986 manhunter totally awesome breath fresh air cop films first time see film concentrating serial killer way common today done like back creepy atmosphere goth soundtrack realistic pace reminds many north european detective flicks today film teeth well ahead timethe film shot crisp marvelous stock almost makes look new hidef make pictures reallife realtime quality today even soundtrack flawless though rings hollow speak loudly confined space colors magnificent cinematography one thing really love manhunter shows stateoftheart police work mid1980s see much thatfinal kudos may return brian cox brilliant spooky lecktor snotty northerntown accent brutish face looks every bit english thug remember shrink brilliant one hint cannibalism though locked terrible things female college students shows wits plenty vanishes prison never seen onscreen againtoday know silence lambs coming soon sweat much imagine like 1986 see first glimpse hannibal cannibalget awesome smallbudget sleeper teach directors thing two murder mystery suspense filmmaking
manhunter,think far superior movie remake red dragon cox portrayal hannibal lector believable hopkins cox portrays lector someone coldly intellectual almost inhuman remakes overdone murderers get quite boring loved michael mann music william peterson perfect must see watch day agree
best film hannibal,manhunter one michael mann best films saying lot unique stylish provocative sly shocking superbly acted best film contains character hannibal lecktor boasts three oscar caliber performances petersen brilliant retired fbi profiler graham brought retirement former boss jack crawford capture serial killer goes moniker tooth fairy targeting families graham uncanny ability getting inside mind preytom noonan plays tooth fairy one best portrayals sociopath ever put film crawford visits imprisoned serial killer lecktor hopes gathering information help capture dollarhydemanhunter much police procedural suspense thriller many nifty details research work goes actually catching killer bringing justice mann created popular 80s show miami vice see lot stylish look show manhunter manhunter 1000 times deeper deepest story come show excellent supporting cast includes kim greist stephen lang joan allen recommend 1disc edition dvd great quality considering difficulty obtaining good one film years probably best major remastering done film deserves
manhunter michael mann,hit pay dirt csi william petersen starred film plays fbi agent specializes serial killers pretty well made film using interesting color camerawork directed michael mann music band shriekback also appears film soundtrack
