document,summary,,,,,,,,,,,,,,,,,
"South Sudan's defensive tactics paid dividends as they held on for a point.
After beating Djibouti 2-0 in their opening Group C game on Monday it puts South Sudan in line to qualify for the quarter-finals of the tournament.
""We are happy that we have picked a point against a strong Sudan side,"" said South Sudan's goalkeeper Juma Ginaro after the game.
""We now wait to face Malawi in our last group game.""
The draw leaves Sudan in third place behind their neighbours with just a single point so far after they lost 2-1 to Malawi in their first match.
Guest team Malawi top the group and have qualified for the last eight after brushing aside Djibouti 3-0.
Yaboh Idriss Moussa missed several chances for Djibouti before Gerald Phiri converted a penalty for Malawi and John Banda and Chiukepo Msowoya secured the victory.
In the other games played on Wednesday defending champions Kenya and Burundi settled for a 1-1 all draw.
While hosts Ethiopia recovered from their loss in the opening match to Rwanda to beat Somalia 2-0 in front of a capacity crowd.",The first ever game between South Sudan and Sudan ended goalless at the Cecafa Senior Challenge Cup in Ethiopia.,,,,,,,,,,,,,,,,,
"The Direct Energie rider took advantage of a lapse in concentration from Team Sky's Nicolas Roche to beat the Irishman in a sprint finish.
Roche was also second in the overall standings, six seconds behind Voeckler.
Bury's Adam Yates (Orica) was Britain's highest finisher, as he was third in the stage and fourth overall.
Sunday's final stage, a 198km route from Middlesbrough to Scarborough, contained six categorised climbs.
Team Sky set a punishing pace in wet and gruelling conditions after taking it on at half distance and with 44km to go they had five riders at the head of the leading group.
Roche attacked on the ascent at Harwood Dale and took with them Voeckler, Yates, Anthony Turgis (Cofidis) and Steven Kruijswijk (LottoNL).
It was Voeckler who clung on the to back of Roche as the Team Sky sprinter attacked again in the descent into Scarborough.
Voeckler, who finished third last year after missing out in a sprint finish, used that experience to employ some cat and mouse tactics, as he tracked Roche along the resort's seafront in front of huge crowds on the town's famous grass banks.
Roche suffered a momentary lapse in concentration, causing him to look the wrong way as Voeckler flew past him with the finishing line in sight to leave his rival in his wake.
Voeckler told ITV4: ""It wasn't just with the strength in my legs that I used, but also my head.
""It was difficult to follow the attack of Team Sky at the climbs, so I decided on a little more patience.
""Then I knew to launch the sprint at 300 metres. Although it was early, with the wind at my back, it was not so bad.""
And in a tribute to the Yorkshire public that came out in huge numbers despite persistent drizzle, he added: ""I feel like this is home because the crowd were shouting my name.""
The Tour de Yorkshire is a legacy of the county's hosting of 2014 Tour de France's Grand Depart. More than two million people are estimated to have lined the three-day route.",Frenchman Thomas Voeckler clinched overall victory in the Tour de Yorkshire by winning the third and final stage at Scarborough.,,,,,,,,,,,,,,,,,
"The hosts almost caught Torquay napping with a simple ball over the top in the first minute, but Woking loanee Delano Sam-Yorke was unable to get his shot on target.
Maidstone continued to force the issue, with Nana Ofori-Twumasi and Jamar Loza also going close before the break, and they got their rewards when Loza found Sam-Yorke in space to fire home from 10 yards in the 53rd minute.
Substitute Brett Williams briefly levelled things up for Torquay after 63 minutes, but Jack Paxman sealed the win which took Maidstone out of the drop zone six minutes later.
Report supplied by the Press Association
Match ends, Maidstone United 2, Torquay United 1.
Second Half ends, Maidstone United 2, Torquay United 1.
Substitution, Maidstone United. James Rogers replaces Jack Paxman.
Seth Nana Ofori-Twumasi (Maidstone United) is shown the yellow card.
Substitution, Torquay United. Sam Chaney replaces Ben Gerring.
Substitution, Maidstone United. Alex Flisher replaces Jamar Loza.
Goal!  Maidstone United 2, Torquay United 1. Jack Paxman (Maidstone United).
Goal!  Maidstone United 1, Torquay United 1. Brett Williams (Torquay United).
Substitution, Torquay United. Jamie Reid replaces Luke Young.
Substitution, Torquay United. Brett Williams replaces Shaun Harrad.
Goal!  Maidstone United 1, Torquay United 0. Delano Sam-Yorke (Maidstone United).
Second Half begins Maidstone United 0, Torquay United 0.
First Half ends, Maidstone United 0, Torquay United 0.
First Half begins.
Lineups are announced and players are warming up.",Maidstone ended a run of five National League games without a win by beating Torquay 2-1 at the Gallagher Stadium.,,,,,,,,,,,,,,,,,
"Research from the Institute for Policy Studies found that in 2014, bonuses paid to Wall Street employees had been double the annual pay earned by all Americans who worked full-time at the federal minimum wage.
So, 167,800 Wall Street employees were paid $28.5bn (£18.2bn) in bonuses, while 1,007,000 full-time minimum wage earners made about $14bn.
One particularly eye-catching blog on the subject carried the headline: ""If You Own a Pitchfork, You Will Grab It When You See This Chart"".
I wondered if this statistic was also true in the UK.
The best proxy we have for the Wall Street bonus pool is the ONS figure for bonuses paid in the finance and insurance sector, the most recent figure for which was £14.4bn in the financial year 2013-14.
The Low Pay Commission says that excluding apprenticeships there were 1.3 million jobs in 2014 that paid the National Minimum Wage (NMW) of which 40% were full-time, so that's about 520,000 jobs.
Assuming everyone earned the highest level of minimum wage, the average level of the NMW for 2013-14 was £6.25.
If we assume that they worked 37.5 hours a week (that's the average number of full-time hours given in the Annual Survey of Hours and Earnings for 2014) and that they work 48 weeks a year, their total earnings come to £5.9bn, which is less than half the amount paid in bonuses by the finance and insurance sector - it's about 40%.
Before you go and buy a pitchfork, remember that there are differences between this figure and the US one. For example, the bonuses in the UK finance and insurance sector were shared between more than a million employees - considerably more than on Wall Street. There were people paid very high bonuses but also people paid much more modest ones. The average overall was £13,300, but I would expect that to mask quite a range.
But the other question is, what is this an indicator for and what would make it rise or fall?
So, for example, imagine that 100,000 people earning minimum wage suddenly received a pay rise of £1 an hour. They would no longer be earning minimum wage, so the total amount paid to workers on the minimum wage would fall considerably and as a result the amount paid out in bonuses would be a higher multiple of it. But it would be hard to argue that their pay rise had increased inequality.
Nonetheless, if you were outraged by the figure from the US then you will be just as outraged that the same appears to be true in the UK.",A statistic in March provoked outrage in the US media about inequality.,,,,,,,,,,,,,,,,,
"The force said mental health issues resulted in 141,230 lost days among front-line officers.
The Liberal Democrats said the figures showed evidence of a force ""being stretched to breaking point"".
The Scottish government said the welfare of officers and support staff was taken ""very seriously"".
Police Scotland released the figures to the Lib Dems under Freedom of Information laws.
The party's justice spokesman Liam McArthur said police officers and civilian staff were not getting the support they needed from the Scottish government.
He said: ""The savings that were promised by the SNP before the creation of Police Scotland have not materialised.
""As a result, officers and civilian staff are being asked to do more and more with less. With the chief constable warning that further cuts are coming, the pressure on staff is only likely to get worse.""
He added: ""We have already seen staff surveys which show morale is at rock bottom. The shortages are affecting the health of officers and civilian staff and these new figures are a huge concern.
""Policing is a high-stress profession at the best of times. The changes that the SNP forced through are stretching the mental health of officers and civilian staff to breaking point.
""This means giving police management the freedom to put resources where they are needed.
""Extra money is also required to plug the hole in the national force's budget and avert the loss of staff which would only put those remaining further under the cosh.""
A Scottish government spokesman said Police Scotland would be expected to have ""robust policies"" in place to support staff and manage their health at work.
The spokesman added: ""They have a number of targeted activities to support wellbeing and occupational health across the organisation.
""We have committed to protecting the police revenue budget in real terms, safeguarding policing from Westminster budget cuts and delivering an additional Â£100m of investment by the end of this parliament, in addition to Â£55m of reform funding in 2016-17.""
A Scottish Police Authority (SPA) spokeswoman said: ""The SPA recognise and value the contribution of our workforce. We regularly scrutinise absence levels to ensure they are effectively monitored and managed.
""We also ensure all officers and staff have access to a range of support options, including an appropriate independent occupational health service which can be tailored to individual needs.
""As a responsible employer, we have placed major importance and priority on listening to the police workforce and acting on the issues raised.""","Police Scotland officers and staff suffering psychological problems took nearly 200,000 sick days over the last three years, new figures show.",,,,,,,,,,,,,,,,,
"Current Yes keyboardist Geoff Downes tweeted: ""Utterly devastated beyond words to have to report the sad news of the passing of my dear friend, bandmate and inspiration Chris Squire.""
Squire had revealed he was suffering from a rare form of leukaemia.
The band said he died ""peacefully"" in Phoenix, Arizona, on Saturday night.
""It's with the heaviest of hearts and unbearable sadness that we must inform you of the passing of our dear friend and Yes co-founder, Chris Squire,"" a statement on the band's official Facebook page said.
Squire had revealed in May that he had been recently diagnosed with acute erythroid leukemia, which would force him to miss the band's summer co-headlining tour with Toto.
Yes were formed in 1968 when singer Jon Anderson met self-taught bassist Squire in London.
Their big break came a year later when they signed to Atlantic Records after opening for Janis Joplin at London's Royal Albert Hall. Their debut single, Sweetness, and first album, Yes, were released later that year.
Other albums included 1971's Fragile, 1972's Close To The Edge and 1977's Going For The One.
In 1983 they released the album 90125, which featured their classic hit Owner Of A Lonely Heart. That went on to become a US number one hit in January 1984 despite only reaching number 28 in their home country.
Squire also released a solo album, Fish Out Of Water, in 1975.
The group's most recent studio album, Heaven & Earth, came out last year.
Squire, who was born in Kingsbury, north-west London, was the only member of the group to feature on every studio album.
Musicians and fans took to Twitter and Facebook to pay tribute to Squire.
John Petrucci, founding member and guitarist for American progressive metal band Dream Theater, tweeted: ""Thank you for all of the amazing music Chris Squire. You will surely be missed.""
Rage Against the Machine guitarist Tom Morello tweeted: ""RIP Chris Squire, super bassist of Yes. An extremely talented musician's musician who mastered his instrument and took it to new realms.""
American rock guitarist Joe Satriani posted: ""R.I.P. and thank you Chris Squire. #ChrisSquire,#yes""
The band posted on their official website to say they would have more information for fans soon, adding: ""Thank you for all your heartfelt tributes on Facebook and Twitter.""","Chris Squire, the bass guitarist and co-founder of 1970s British progressive rock band Yes, has died at the age of 67, his bandmates have said.",,,,,,,,,,,,,,,,,
"The Blues, who had keeper Thibaut Courtois sent off, were down to nine men for a period after staff ran on to treat Hazard following a trip, despite him not appearing to be badly injured.
If a player receives treatment, they must leave the field.
""I was unhappy with my medical staff. They were impulsive and naive,"" Mourinho told Sky Sports.
""Whether you are a kit man, doctor or secretary on the bench you have to understand the game.
""You have to know you have one player less and to assist a player you must be sure he has a serious problem. I was sure Eden did not have a serious problem. He had a knock. He was tired.""
Chelsea were already struggling to cope against Swansea's extra man before Hazard was tripped by Gylfi Sigurdsson with six minutes remaining, leading to Mourinho's frustration.
It was an eventful match for Premier League champions Chelsea. Courtois suffered an injury scare in the warm-up before he was was dismissed in the 52nd minute after bringing down Swansea striker Bafetimbi Gomis.
Replacement goalkeeper Asmir Begovic came on for his debut after an £8m move from Stoke, with opening goalscorer Oscar making way. Gomis scored the resulting penalty.
""I don't want to talk about it,"" Mourinho said of the referee's decision.
After Oscar's opener, Andre Ayew equalised on his Swansea debut but the visitors only held on for 95 seconds before Federico Fernandez scored an unfortunate own goal to gift Chelsea a 2-1 lead.
Following defeat by Arsenal in last Sunday's Community Shield, Chelsea again looked rusty, having returned from a pre-season tour of North America where they travelled 9,800 miles.
Mourinho said: ""Swansea didn't have chances against 11 men. The team was playing very, very well in the first half.
""In one minute, it was a penalty, red card and the goal.
""If you have 10 men and are winning you can defend well and try to find a strategy but to play with 10 men and try to win the game is more difficult. I would say we were the best team with 11 players and with 10 we fought hard, some fighting at the limit of their condition.""
Chelsea travel to face Manchester City in their next game on Sunday, 16 August.","Chelsea boss Jose Mourinho criticised his ""naive"" medical staff for treating Eden Hazard in their draw with Swansea.",,,,,,,,,,,,,,,,,
"Last year, Beijing banned any more ""bizarre"" buildings. In recent years the country has seen buildings shaped like a teapot and another resembling a pair of trousers.
Now, China's State Administration for Industry and Commerce has continued the government's crusade for normalcy with restrictions on such names as 'scared of wife' or 'prehistoric powers'.
So, just how weird and wonderful are Chinese company names? Well, a few otherwise-unoccupied social media users in China have dug up some gems.
Some curiosities have crept into business names from internet memes.
""Shenyang Prehistoric Powers Hotel Management Limited Company"" might sound weird but less so to Chinese sports fans who remember swimmer Fu Yuanhui.
She famously won a bronze medal at the Rio Olympics, afterwards declaring: ""I have used all my prehistoric powers to swim!""
There are also lots of restaurants and cafes with the phrase ""skinny blue mushroom"".
The phrase originated from a meme which mocked a man from Guangxi province who uploaded a video of himself talking about his loneliness while his girlfriend was away.
""Unbearable, I want to cry,"" he moaned - but thanks to his accent, it ended up sounding more like ""skinny blue mushroom"".
One of the best known offbeat names on Chinese social media is a condom company called ""Uncle Niu"".
Or, more accurately, ""There Is a Group of Young People With Dreams, Who Believe They Can Make the Wonders of Life Under the Leadership of Uncle Niu Internet Technology Co Ltd.""
It's not concise, but at least it's positive.
Others aren't so upbeat, especially when it comes to home life.
And given ""Beijing Scared of Wife Technology Company"" and ""Anping County Scared of Wife Netting Products Factory"" are both registered companies, the trend doesn't seem to be limited by industry or region.
The rules of written Chinese are vastly different to those of written English, so many names seem far stranger in translation than in the original tongue.
English names can seem pretty strange in Chinese too, and there's a cottage industry among branding agencies to help western companies come up with names for the Chinese market.
Western company names often follow the name of their founder (think Boeing, Ford or Gucci), which might have no direct translation.
Or they might be a concocted portmanteau (think Verizon, which is the Latin word ""veritas"" meaning truth, with horizon bolted on to the end) or maybe even just tech nonsense (Etsy, Hulu).
""What we think is most important to come up with a name that captures the spirit of the brand,"" says Tait Lawton, from Nanjing Marketing Group, which provides naming services.
Western companies sometimes try to phonetically replicate the original, or come up with a Chinese name that's fairly neutral in meaning.
Others will come up with a new name that tries other ways of encapsulating the brand.
""BMW's current Chinese name is 宝马. It's great. The first character means 'treasure' and the second character means 'horse'. The sound is 'bao ma', starting with a B and M. Plus, it's short. It just has a great feel to it,"" says Mr Lawton.
He has a few other examples he likes too.
Pampers, for example, is 帮宝适 or ""bang bao shi"", which means ""helps make baby comfortable"".
Walch soap 威露士 or ""wei lu shi"" loosely translates as ""mighty liquid guard"", and who wouldn't want to wash with that?",China has banned companies from registering weird and long names.,,,,,,,,,,,,,,,,,
"BT, Edinburgh International Conference Centre and Apex Hotels are among firms supporting the City Region deal.
The six councils behind the bid claim it will lead to more jobs and improve infrastructure across the Lothians, Fife and the Borders.
It will now be submitted to the UK and Scottish governments.
Edinburgh Chamber of Commerce, Marketing Edinburgh and universities and colleges in the region have also leant their support to the deal.
It is being led by East Lothian, the City of Edinburgh, Fife, Midlothian, Scottish Borders and West Lothian councils.
If the bid is successful, they hope to build new housing, generate jobs and improve connectivity through transport links and the internet.
They believe it could also generate an additional £3.2bn worth of private sector investment.
Andrew Burns, the leader of the City of Edinburgh Council, said: ""I am delighted that we have now reached this key milestone and look forward to discussing our proposals in more detail with both governments in the coming months.
""In negotiating this deal, we want to build on our key sector strengths of knowledge, culture and technology.""
He added: ""Our ambition is to achieve a step change in economic performance for the economies of the region, Scotland and the UK and we are delighted that to date almost 100 businesses have registered their support.
""In addition to this the academic community in the region are also on board. The joint working of public, private and the third sector is crucial to the success of this deal.""",A bid to secure £1bn of funding for Edinburgh and the south east of Scotland has won the backing of almost 100 businesses.,,,,,,,,,,,,,,,,,
"The investment will secure thousands of jobs at the Sunderland factory, which produces the current Juke, Qashqai, Note and electric Leaf models.
The firm said the money gave ""security to our Sunderland plant beyond 2020"".
Chancellor George Osborne welcomed the ""fantastic news"" that was ""an important sign of Britain being chosen as a global leader in car production"".
The plant made 500,000 cars last year, making it the biggest car plant in the UK, according to Nissan.
According to Prof David Bailey from Aston Business School, Nissan's Sunderland plant makes more cars than the whole of the Italian car industry.
The new investment will secure 6,700 jobs at the plant and more than 27,000 in the supply chain.
Unite union assistant general secretary Tony Burke said: ""We warmly welcome the decision of Nissan to build the new Juke model in the UK, when it could have gone to one of Nissan's plants abroad.
""The decision demonstrates the confidence the industry has in a highly skilled and dedicated workforce across the UK automotive industry.""
Nissan Europe chairman Paul Wilcox told the BBC the plant was ""probably the most productive in Europe and, I'd argue, globally"".
He added that although demand in Russia and China was slowing, the car market in western Europe was ""very good and improving, and the market in the UK is very, very good"".
""We are not getting carried away as the global market is turbulent, but we are seeing slight growth in demand.""
According to figures from the Society of Motor Manufacturers and Traders, UK car production in the first half of the year hit a seven-year high of 793,642 cars - the equivalent of three cars every minute.
This was the highest production since 2008, the year of the financial crisis that sparked a deep recession in the UK.",Japanese carmaker Nissan has announced it will invest £100m in its UK plant to build the new Juke model.,,,,,,,,,,,,,,,,,
"CO2 emissions are believed to be the driving force behind climate change.
The Paris deal is the world's first comprehensive climate agreement.
It will only come into force legally after it is ratified by at least 55 countries, which between them produce 55% of global carbon emissions.
""Ratification is yet to be done and India too is yet to do it. I announce that India will ratify the decision on October 2, the birth anniversary of Mahatma Gandhi,"" Mr Modi said in a speech at a national meeting of his ruling party in the southern state of Kerala.
Last December, countries agreed to cut emissions in a bid to keep the global average rise in temperatures below 2C.
The US and China - together responsible for 40% of the world's carbon emissions - both formally joined the Paris global climate agreement earlier this month.","India, one of the world's largest greenhouse gas emitters, will ratify the Paris global climate agreement pact next month, Prime Minister Narendra Modi has said.",,,,,,,,,,,,,,,,,
"Lennon Toland, from the city's Tollcross area, was struck by a white Ford Transit van in Dalness Street, Shettleston, at about 15:15 on Monday.
The St Paul's Primary School pupil was taken to hospital with serious injuries and died a short time later. The 62-year-old van driver was not injured.
Police have appealed for witnesses to the accident to contact them.",Police have released the name of a five-year-old boy who died after being hit by a van in Glasgow.,,,,,,,,,,,,,,,,,
"Kerry Jane Wilson, 60, was working with an NGO when she was taken from the company's office in Jalalabad by armed men in military-style uniforms.
She is now ""safe and well"", according to Australian Foreign Minister Julie Bishop, who gave no further details.
Jalalabad is close to the border with Pakistan, in a region where militant groups are known to operate.
Ms Wilson, known also as Katherine, is the director of Zardozi, a charity which helps poor women start their own businesses.
She had been working in the region for 20 years before she was kidnapped by the unidentified gunmen.
Ms Bishop said the government would not comment on the circumstances of her release to ""protect those who remain captive or face the risk of kidnapping"".
However she added that she ""deeply appreciated the work of the authorities in Afghanistan whose support and assistance facilitated (Ms Wilson's) release"".
Australia says it does not pay ransoms for hostages.
Ms Wilson's 91-year-old father, Brian Wilson, had earlier told the Australian Broadcasting Corp he was extremely worried about his daughter, but that the kidnappers would probably keep her alive.",An Australian aid worker who was abducted in Afghanistan earlier this year has been released.,,,,,,,,,,,,,,,,,
"It is also cancelling annual bonus payments as part of a series of measures aimed at saving $118m (Â£89m) in employment costs.
In July, civil servants went on strike over delays in the payment of their salaries.
The country is going through its toughest economic situation since the hyper-inflation of 2008.
Speaking to parliament on Thursday, Finance Minister Patrick Chinamasa said that currently the government wage bill takes up nearly 97% of the revenue it receives.
He hopes to bring that figure down to 75% by the end of next year.
The 25,000 job losses, which amount to 8% of the civil service workforce, were described in the state-owned Herald newspaper as a ""bold measure"" to reduce ""unsustainable"" spending.
Last year, Mr Chinamasa made similar proposals which were then blocked by the cabinet.
In the past few months, the government has struggled to pay civil servants' wages including those of soldiers, teachers and health workers.
The delay led to one of the biggest strikes the country has witnessed in years, in July.
The government is finding it hard to raise revenue amid an economic collapse.
The BBC's Brian Hungwe in Harare says more than 10,000 companies have shut in the last decade.
He adds that President Robert Mugabe blames his economic woes on sanctions, but his critics blame what they call ruinous economic policies and corruption within his government.
To add to the country's woes, a severe drought has left many people dependent on food aid.","Zimbabwe's government is axing 25,000 civil service jobs in an effort to rein in government spending.",,,,,,,,,,,,,,,,,
"Tries from Kotaro Matsushima and Yoshikazu Fujita helped them into an 18-8 half-time lead, with Takudzwa Ngwenya crossing for the US.
Amanaki Mafi burst through for Japan's third try before Chris Wyles crossed to give the United States hope.
But Goromaru's third penalty late in the game gave Japan a clear lead.
After their thrilling opening win against South Africa, Japan went on to add the scalps of Samoa and the US, but their heavy defeat by Scotland left them third in the group, and they miss out on a place in the last eight.
The Eagles finish having lost all four of their matches.
Japan, who left Kingsholm to a standing ovation after a lap of honour, host the competition in four years' time and will go into that tournament buoyed by an excellent World Cup on English soil.
They had only ever won one match at a World Cup before, and their three victories in England represent a significant improvement.
Japan are the first non-tier-one team to win three matches at a single Rugby World Cup.
Full-back Ayumu Goromaru is the first player to score more than 50 points in a single RWC campaign for Japan. At the end of the pool stage, only Greig Laidlaw (60) has scored more than him in 2015 (58).
Eric Fry became the seventh player to get a yellow card for the USA in a RWC match.
Japan's win brought to an end a highly-competitive and entertaining pool stage. The quarter-finalists are now known as the 2015 tournament reaches the business end.
USA: Chris Wyles; Takudzwa Ngwenya, Seamus Kelly, Thretton Palamo, Zach Test, AJ MacGinty, Mike Petri; Eric Fry, Zach Fenoglio, Titi Lamositele, Hayden Smith, Greg Peterson, Al McFarland, Andrew Durutalo, Samu Manoa.
Replacements: Phil Thiel Thiel for Fenoglio (63), Cam Dolan for Smith (31), John Quill for Peterson (77).
Japan: Ayumu Goromaru; Yoshikazu Fujita, Harumichi Tatekawa, Craig Wing, Kotaro Matsushima, Kosei Ono, Fumiaki Tanaka; Keita Inagaki, Shota Horie, Hiroshi Yamashita, Luke Thompson, Justin Ives, Michael Leitch, Michael Broadhurst, Ryu Koliniasi Holani.
Replacements: Karne Hesketh for H. Ono (73), Masataka Mikami for Inagaki (59), Takeshi Kizu for Horie (77), Kensuke Hatakeyama for Yamashita (41), Shinya Makabe for Ives (68), Hendrik Tui for Broadhurst (73), Lelei Mafi for Holani (41).
Attendance: 14,578
Referee: Glen Jackson (New Zealand)
For the latest rugby union news, follow @bbcrugbyunion on Twitter.",Japan made unwelcome history as the first team to exit the World Cup having won three matches after they beat the United States.,,,,,,,,,,,,,,,,,
"The 29-year-old former Billericay, Peterborough United and Gillingham man scored nine goals in 24 appearances for Boro last season.
""There were a couple of players at Stevenage that stood out last season and Chris was one of them,"" Dons boss Neal Ardley told the club website.
""His goalscoring record from midfield has been exceptional over the years.""
Whelpdale becomes AFC Wimbledon's third signing of the summer following their promotion to the third tier via the League Two play-offs.
The Dons have not disclosed the length of his contract at Kingsmeadow.
Find all the latest football transfers on our dedicated page.",League One side AFC Wimbledon have signed Chris Whelpdale following the winger's departure from Stevenage.,,,,,,,,,,,,,,,,,
"Henry Ramos Allup, 72, will be the first opposition politician to lead the National Assembly in 16 years following a landslide victory in legislative elections on 6 December.
Mr Ramos said he would ensure the assembly would act ""as an autonomous power.""
The newly elected lawmakers will take up their seats on Tuesday.
Mr Ramos Allup was chosen by opposition lawmakers in a secret ballot with 69 votes out of 111 cast, defeating 46-year-old Julio Borges of the Justice First party.
He is expected to be formally confirmed in the post when the lawmakers take up their seats.
Mr Ramos Allup is the secretary general of the social-democratic Democratic Action party, which has long been opposing the socialist government of President Nicolas Maduro and his predecessor in office, Hugo Chavez.
The government says Mr Ramos Allup is a member of Venezuela's ""old guard"". His Democratic Action was one of two parties that alternated in power for four decades before President Hugo Chavez was elected president in 1998.
But his supporters say the 72-year-old has the experience and political savvy to turn the National Assembly into a counterbalance to President Maduro's executive branch.
Mr Ramos Allup said the MUD opposition coalition, which won a two-thirds majority in the National Assembly, would show Venezuelans ""a more democratic way forward"".
Known for his sometimes confrontational style, he struck a surprisingly conciliatory note after his election.
""We represent an alternative. We are not going to be anti-establishment, rather an autonomous legislative power,"" he said.
""We ask people to watch us, to demand more of us, and keep an eye on what we do to make sure we honour our commitment,"" he added.
Nevertheless, the first session of the assembly is expected to be tense after the opposition coalition said all of its 112 members would take up their seats even though three have been suspended by the Supreme Court pending investigations into alleged voting irregularities.
Tension is also expected to be high around the National Assembly building, as both the opposition and the governing Socialists have called on their supporters to converge on the building.",Venezuelan opposition lawmakers have chosen a veteran politician as the new head of the country's legislative body.,,,,,,,,,,,,,,,,,
"Aqsa Mahmood, 20, travelled to Syria from her Glasgow home to become a ""Jihadi bride"" in November 2013.
The Daily Mail reported she had been in touch with at least one of the three London girls, who are aged 15 and 16.
The trio are thought to have flown to Turkey in an attempt to enter Syria.
Shamima Begum, 15, Kadiza Sultana, 16,  and an unnamed 15-year-old girl, who all attended Bethnal Green Academy in Tower Hamlets, travelled to Turkey on Tuesday.
They were interviewed by police after another girl from their school went to Syria in December but were not considered as a risk.
In a statement released through their lawyer Aamer Anwar, the Mahmood family said they were ""full of horror and anger that their daughter may have had a role to play in the recruitment of these young girls to Isis"".
They also sent a message to Aqsa: ""You are a disgrace to your family and the people of Scotland, your actions are a perverted and evil distortion of Islam.
""You are killing your family every day with your actions, they are begging you stop if you ever loved them.""
The statement also said the UK security services had questions to answer.
It added: ""Aqsa's social media has been monitored since she disappeared over a year ago, yet despite alleged contact between the girls and Aqsa, they failed to stop them from leaving the UK for Turkey, a staging post for Syria.
""Sadly, despite all the government's rhetoric on Isis, if they can't even take basic steps to stop children leaving to join Isis, what is the point of any new laws?""
Privately educated Mahmood travelled through Turkey to Aleppo in Syria, where she married an Islamic State fighter.
She was reported to have later encouraged terrorist acts via a Twitter account under the name Umm Layth. The account has since been deleted.
Speaking in September, her parents Khalida and Muzaffar Mahmood said their daughter had attended Craigholme School, then university and was ""well integrated into society"".
They also said she was brought up ""with love and affection in a happy home"" and appealed for her to come home.","Relatives of a Scottish woman who is suspected of helping to recruit three missing London teenagers to Islamic State (IS) have said she is a ""disgrace to her family"".",,,,,,,,,,,,,,,,,
"Eight Type 26 frigates are due to be built on the Clyde, but the UK government has not announced a timescale for the project.
Harriet Baldwin faced calls from SNP and Labour MPs to confirm a time-frame for cutting steel on the frigates.
But she said it would be ""inappropriate"" to do so as negotiations continue.
Work had originally been due to start this year, but SNP defence spokesman Brendan O'Hara predicted during a Commons debate on Tuesday that construction of the ships would not start until at least the summer of next year.
He also said the delays could be in part blamed on the economic impact of Brexit, as well as the government committing too much of its procurement budget to renewing the Trident nuclear deterrent.
Mr O'Hara told MPs: ""It would be an unforgivable betrayal of the Clyde workers if they were the ones that had to pay the price of Brexit, but also the price of Trident.""
In reply, Ms Baldwin told the Westminster Hall debate: ""The timing of the award of the build contract and the build schedule itself are key components of the ongoing commercial negotiations between the Government and BAE Systems.
""We are negotiating a deal that aims to optimise the requirements of the Royal Navy in terms of the capability the ships will deliver, to achieve value for money for defence and the taxpayer, and to deliver a build schedule that drives performance.
""These negotiations are continuing, so I am not this afternoon in a position to give a specific date as to when an agreement will be reached.
""To protect the commercial interests of the Ministry of Defence, disclosing any such detail would be inappropriate at this time.""
Under questioning from the SNP's Chris Stephens, Ms Baldwin confirmed the national ship building strategy will report by the time of the Autumn Statement on 23 November, which could reveal fresh information about plans for the Type 26 frigates.
Ms Baldwin also resisted calls to disclose further reasons behind delays and cuts to the project.
The project has already been cut from 13 to eight new ships, while a target to start cutting steel in May has been delayed indefinitely.
Tory MP Bob Stewart, a former British Army officer, said: ""I don't think we need the minister to answer that - the answer is we had no money.
""That's why we had to cut down the number of Type 26 ships. We did not have the money, and we actually had to cut our means to suit our coat.""
SNP MP Martin Docherty-Hughes said the delays left Scotland and the United Kingdom ""dangerously under-defended"", adding it was a ""tale of under-investment and neglect"".",A defence minister has refused to say when the next generation of Royal Navy warships will be built.,,,,,,,,,,,,,,,,,
"The collision happened on the westbound carriageway between junction 23, Magor, and junction 24, Coldra, at about 15:25 BST.
Gwent Police said four people were believed to have been injured but the extent of their injuries is not known.
Earlier on Saturday, two people were taken to hospital following a crash at the same junction between a vehicle towing a horsebox and a motorbike.
That crash saw motorists face delays of up to 60 minutes as the exit slip road was closed - it was later reopened at 13:45.
The delays were not helped by the closure of the M48 Severn Bridge in both directions, which has been shut all weekend for maintenance work.",One lane of the M4 in Monmouthshire has reopened after a five-vehicle crash.,,,,,,,,,,,,,,,,,
