,document,summary
420,"Joan Edwards passed away in September 2012, aged 90, and left her estate to ""whichever government is in office at the date of my death for the government in their absolute discretion to use as they may think fit"".
This wording however caused some confusion.
The executors of the will interpreted this to be a donation to the political party in power, and both the Conservatives and Liberal Democrats accepted the donation.
The public outcry that followed caused both parties quickly to hand back the money so that it could go to the Treasury.
Miss Edwards had been a nurse, so it was argued by many, that her intention must have been for it to go to the NHS.
It may never be clear what her true intention was - but what is clear is that the wording used in the will was ambiguous.
The second case that has hit the headlines involves an anonymous £500,000 legacy made also to the government in 1928, which came with the strict stipulation that it ""could only be used to reduce the national debt to zero"".
Eighty-five years later and the fund is estimated to be worth £350m, but because the national debt stands at about £1.2 trillion, it cannot be touched.
It would in this instance have been helpful for the will to have contained a clause that covered this scenario, or if the wording was a little more clear.
When the courts have to rule in cases interpreting a will, there is the ""armchair principle"" in England and Wales.
The court will endeavour to discover the intention of the deceased (the ""testator"") and by looking at extra evidence submitted.
It would therefore place itself in the ""armchair"" of the testator and consider the circumstances that surrounded them when they made their will, to assist arriving at their intention.
The law in Scotland and Northern Ireland may differ and separate legal advice should be sought.
Homemade wills need to be very carefully drafted.
It can be a false economy to make a homemade will, if your beneficiaries then face a costly legal battle to prove your intentions in court.
Strict rules governing the way a will is made and executed mean that errors can be made very easily which can invalidate it.
These errors often include not signing the will or having it witnessed correctly.
Source: Susan Midha
The wording of a will can also be problematic as words and terms have specific meanings in law, which may be different to their use by the testator in their will.
There are regularly problems with the naming and the identification of individuals in wills.
Referring to people by nickname, or an abbreviated name, may cause confusion.
Also be careful if you have family members of the same name.
If you are related to two John Smiths but only want one to be a beneficiary, then make sure you specify which one is the true beneficiary.
Don't forget to include substitute beneficiaries if someone you name as a beneficiary dies before you - and don't assume that the children of a deceased beneficiary will (or will not) take their parents' share - there are special rules which can apply.
Altering your will by crossing out sections or making amendments after it has been signed will usually mean the alterations will be invalid and can lead to conflict within the family which can end up in the courts.
And it is worth remembering that your will when proved after your death becomes a matter of public record - which means that any one can look at it and obtain a copy.
So references to, for example, ""that waste of space who is my son"" may be worth avoiding.
If your will is judged to be invalid then your estate would be distributed in accordance with an earlier valid will or by the intestacy laws.
Your intention may not be for the government to benefit, but if there are no family members to inherit and no will, your estate will usually pass to the Crown, ultimately funding the Queen's activities as head of state.
The opinions expressed are those of the author and are not held by the BBC unless specifically stated. The material is for general information only and does not constitute investment, tax, legal or other form of advice. You should not rely on this information to make (or refrain from making) any decisions. Links to external sites are for information only and do not constitute endorsement. Always obtain independent professional advice for your own particular situation.","The recent furore over the £520,000 legacy left in the will of the late Joan Edwards to the government, highlights the need for a will to be drafted clearly so it accurately reflects the intentions of the individual."
421,"Police confirmed the body is that of missing Kirsty Aitchison, who was last seen in the early hours of Sunday after leaving a social event for deaf people in the city centre.
The 30-year-old mother-of-four had left Campus bar in Sauchiehall Street at about 03:00 BST.
The death is not being treated as suspicious, Police Scotland said.
The discovery was made by the Scottish Fire and Rescue Service from the Clyde near to the Kingston Bridge at about 16.35.
Chief Inspector John McBride said: ""We would like to thank members of the public and the Deaf/BSL community for their support and assistance throughout this investigation.
""Our thoughts and condolences are with Kirsty's family and friends during this difficult time.""
After leaving the bar, Ms Aitchison was seen on CCTV images heading towards the Broomielaw, holding her high-heeled black sandals and walking barefoot.
It had been reported she may have been planning to meet friends at a casino moored on the river.
During the week, police divers were brought in to search the river, and an air support unit was used to assist community policing officers as they conducted inquiries.",A body has been found in the River Clyde close to where a deaf woman went missing in Glasgow a week ago.
422,"Joan Crilly was struck by a Skoda Octavia car on Campbell Street at about 16:05 on 22 December.
She was taken to Inverclyde Royal Hospital then later transferred to the Queen Elizabeth University Hospital.
She died on Wednesday as a result of her injuries. The 73-year-old car driver was uninjured.
Officers have appealed for witnesses to come forward.
Mrs Crilly was married and had two children, police said.",A 69-year-old woman has died after being seriously injured when she was hit by private hire vehicle as she crossed a road in Greenock.
423,"Cape Verde had Carlos da Graca sent off on 55 minutes after he conceded a penalty, which was duly slotted home by Morocco striker Youssef El Arabi.
Six minutes later El Arabi struck again to double his side's advantage.
Morocco go through as group winners, leading Cape Verde by six points and having already beaten them twice.
There are two rounds of Group F matches remaining but while Cape Verde could potentially draw level on points with the Atlas Lions they would finish below them because of their inferior head-to-head record.
Cape Verde must aim to collect maximum points from their games against Sao Tome and Principe and Libya and hope to make it to next year's finals in Gabon as one of the two best group runners-up.
Morocco's passage to next year's tournament means their recently appointed coach Herve Renard will have the chance to win a third Nations Cup title - with a third team.
The Frenchman is looking to achieve back-to-back titles, following his success with Ivory Coast last time out. He also won with Zambia in 2012.",Morocco became the first team to qualify for the 2017 Africa Cup of Nations after beating Cape Verde 2-0 in their Group F match on Tuesday.
424,"He has faced a lot of criticism since saying he would be standing down from the assembly but continuing to lead the party from Westminster as an MP.
Party grandees including Brid Rodgers and Seamus Mallon said he should give up the leadership.
Mr Mallon, a former deputy leader, said he should go ""as soon as possible"".
He added that if he acted decisively it would be good for him and for the party.
In his first response to the criticism, Dr McDonnell told the BBC One programme The View that while he respected Mr Mallon's views, he did not agree with them.
""He's entitled to that point of view,"" he said.
""I happen to have a different point of view, and the view I'm holding is the point of view of the grassroots and the vast majority of the SDLP who want me to finish the job.
""I'm not going to run away from a task half done.""
He was more dismissive of internal party critics who say if he will not resign, they may try to force a special party conference where they could mount a leadership challenge.
""We're a democratic party - people are entitled to challenge,"" he said.
""There's a conference scheduled for November. I have heard no word of any special conference or anything else.
""I will work within the democratic rules and regulations and standing orders that we have in the party, and I will win.
""Quite simply, what I'm doing is essential.
""The vast majority of people in the party know that it's essential and they realise that a silly personality contest or beauty contest, for want of a better description, is not going to help the party and it's not going to help the broader politics in Northern Ireland.
""Yes, I would rather people would talk to me about these issues rather than negotiate through the newspapers.
""It would be helpful but the point is this: we live in a real world, people do what they do, people are individuals in a democratic party.
""I don't have muzzles, I don't have anything else on the people and if they choose to go to newspapers or discuss things through newspapers, it's unhelpful but it's acceptable in a democratic sense.""","SDLP leader Alasdair McDonnell has rounded on his internal critics, saying: ""I'm not going to run away from a task half done."""
425,"Kane Williamson (97) and Ross Taylor (96) hit two sixes apiece during a stand of 117 in 123 balls as the Kiwis posted 315-8 having opted to bat first.
Kumar Sangakkara (81) made his 93rd one-day international fifty but fell in the 38th over, the eighth wicket to go.
Sri Lanka were all out soon after for 195. The final game is on Thursday.
It was an emphatic victory for the Kiwis, who meet the Sri Lankans in the opening match of the World Cup on 14 February.
Williamson was badly dropped on 27 by Tillakarate Dilshan at short cover and reached fifty from 60 balls, but he was denied a sixth ODI century when he was run out after finding himself at the same end as Taylor when in pursuit of a second run.
Corey Anderson added 40 in 28 balls and hit three fours in an over from seamer Thisara Perera that cost 19.
Taylor struck sixes in consecutive overs before he was trapped lbw on the toe in the 47th over, but his team compiled the second highest total at the University Oval, to follow the record they set in the previous match.
The Sri Lankans made a solid start, reaching 55-0 after 12 overs before Dilshan and opening partner Lahiru Thirimanne departed in successive overs.
Sangakkara reached fifty from 39 balls, but having struck successive boundaries off left-arm seamer Trent Boult he got a leading edge and spooned a catch to mid-on, as New Zealand took control.","New Zealand claimed the one-day series with Sri Lanka, taking an unassailable 4-1 lead with a 120-run win in the penultimate match in Dunedin."
426,"Francis Thomas Mooney, 60, died at the scene of the crash in Fernhill Road on the outskirts of Glasgow on Tuesday.
The incident, which also involved five other cars and a bus, happened close to Castlemilk and Fernhill at about 11:05.
The 25-year-old man who was driving the agricultural vehicle remains in a stable condition in hospital.
No-one else was seriously injured in the crash and the other cars and bus were not badly damaged.
Sgt Alison McAuley, of Police Scotland, said: ""Inquiries are ongoing to establish the exact circumstances of this tragic incident and I would continue to appeal to anyone who witnessed what happened to get in touch.
""Anyone with information is asked to contact officers.""",Police have named a man who died after his car was involved in a crash with a heavy agricultural vehicle which was towing a digger.
427,"They tweeted: ""The fire brigade were quickly on the scene and the AOC's emergency plan was put in place.""
The fire involved two pieces of cardboard in a basement car park, Rio 2016 officials said.
The Australian delegation initially refused to move into the building on Sunday citing ""blocked toilets, leaking pipes and exposed wiring"".
""The incident in the basement car park of building 23 in the Olympic Village was quickly controlled by the fire authorities who are constantly present,"" said Rio 2016 media manager Philip Wilkinson.
""The occupants of the building were evacuated and were allowed to return inside the building after 30 minutes. The incident is being investigated.""
Subscribe to the BBC Sport newsletter to get our pick of news, features and video sent to your inbox.","The Australian Olympic Team have confirmed there was a ""small fire"" in the basement of their building in Rio."
428,"I ddathlu'r diwrnod, mae Cymru Fyw wedi herio rhai o sêr y sgrin fach i ddysgu ychydig o Gymraeg. Sut hwyl gafodd actorion Eastenders, Casualty a Dannii Minogue, o'r gyfres Let It Shine, arni?
Mae'r gantores ac actores Dannii Minogue wedi bod yn disgleirio fel un o feirniaid y gyfres Let it Shine yn ddiweddar ar y BBC. Ac er mai yn Awstralia gafodd hi ei magu, mae ganddi wreiddiau yng Nghymru felly dyw'r Gymraeg ddim yn newydd iddi:
Mae llawer o ymwelwyr i Gymru yn cael trafferth i ynganu enwau hyfryd ein pentrefi, trefi a dinasoedd. Ond sut hwyl gafodd cast Eastenders arni?
Gan fod y gyfres ddrama Casualty yn cael ei ffilmio yng Nghaerdydd erbyn hyn, mae'n ddefnyddiol i'r criw ddysgu enwau rhannau'r corff yn Gymraeg...
Rhannwch y Gymraeg! Ydych chi'n nabod rhywun fyddai'n hoffi dysgu'r iaith?
Rhowch gynnig ar y Gymraeg",Dydd Gŵyl Dewi hapus!
429,"Mrs May said the convention, which is separate from the EU, ""can bind the hands of Parliament"".
David Cameron has previously refused to rule out leaving the convention.
Ex-cabinet minister and Leave campaigner Iain Duncan Smith said her ""remarkable intervention"" had ""utterly undermined"" the government's position.
In her first major speech of the referendum campaign, Mrs May said the UK had to ""stand tall and lead in Europe"" rather than leaving the EU, and that membership made the UK  ""more secure from crime and terrorism"".
She also raised concerns about more countries joining the EU.
The ECHR, which is separate from the EU institutions, was incorporated into UK law by the Human Rights Act.
The Conservatives have pledged to replace the Human Rights Act with a ""British Bill of Rights"" but have not proposed leaving the convention altogether.
BBC political editor
The home secretary is one of the most senior politicians in the country. Of course, her backing of the Remain campaign is important. And it's certainly better for the prime minister and the Remain campaign to have her In, rather than Out.
But her qualified support suggests there are three, rather than two, positions at the top of the Conservative party - 'Remain', 'Leave', and perhaps now, 'Reluctant Remain'.
It was the Out campaign struggling to contain their internal differences. Tonight, it feels like cracks might appear on the other side too.
Read more from Laura
A Downing Street spokeswoman urged journalists not to ""overdo the differences"" between the prime minister and the home secretary on withdrawal from the ECHR.
She said Mr Cameron ""rules nothing out"" as he seeks reform of the convention, saying the home secretary had been ""setting out a clear distinction between the ECHR and the EU"".
Regardless of the outcome of the 23 June EU referendum, Mrs May said she still believed the UK should leave the ECHR which she said ""adds nothing to our prosperity"".
It was the ECHR, not the EU, that was responsible for controversial human rights decision affecting the UK, she said.
Earlier pro-Leave Justice Secretary Michael Gove  warned that five potential new members of the EU - Macedonia, Montenegro, Serbia, Albania and Turkey - would result in millions more people having the right to move to the UK.
Mrs May said Albania, Serbia and Turkey had ""poor populations and serious problems with organised crime, corruption, and sometimes even terrorism"".
She added: ""We have to ask ourselves, is it really right that the EU should just continue to expand, conferring upon all new member states all the rights of membership?""
She said the UK had ""forgotten how to lead"" in Europe and must re-assert itself to force change from within, adding that it could veto Turkey joining the EU.
In her speech - and during a question and answer session - Mrs May admitted that being in the EU made it harder to control the ""volume of immigration"". But she said the UK was able to control its border by blocking entry to terrorists.
She praised David Cameron's leadership in trying to seek a better deal for the UK, but said the UK's collective posture was too often to ""blame Europe"" for its problems and the UK ""has to have more confidence to get things done"" rather than ""shouting from the sidelines"".
Mrs May said the issue the British public faced on 23 June was how the UK ""maximised"" its ""prosperity, security, influence and sovereignty"".
In what she said was an analysis of ""the risks and opportunities"" of EU membership rather than an attack on Leave campaigners, she said the post-war order had seen the UK and other countries ""cede sovereignty in a controlled way"" by co-operating to prevent a greater loss of sovereignty through military conflict or economic decline.
Mrs May said the question was not whether the UK could ""survive"" outside the EU given that it was the world's fifth largest economy which had ""friendships and alliances across the world"" - but whether the UK was ""better off in or out"".
While ""the sky would not fall"" in the event of Brexit, she said she had concluded it was a matter of ""hard-headed national interest"" to remain in, based on security, trade and prosperity.
On security, she said EU membership enabled the UK to access EU-wide information, such as criminal records, to allow the UK to turn away serious criminals and terrorists at the border, fast-track the extradition of offenders and simplify the deportation of prisoners.
The UK had extensive intelligence-sharing with the US and other allies outside the EU, she said but being excluded from the EU-wide information sharing would make the UK ""less safe"".
However, she called for major changes to the way the UK did business in the EU, including reducing the power of the European Parliament and the European Court of Justice.
Mr Duncan Smith told the BBC the home secretary's comments on the ECHR and EU expansion had ""thrown the gauntlet down"" to the government.
On EU expansion, he claimed, the prime minister is ""in favour of extending our borders to Syria"" by allowing Turkey to join the EU.
""She actually basically questions the very campaign she says that she supports,"" he said.
""This is a remarkable intervention. She has really thrown the gauntlet down and undermines the whole of the 'vote stay in' campaign.""
Mr Duncan Smith said immigration was ""out of control"" and free movement of people rules meant the UK had to accept criminals coming into the country.
""An elected government in the UK elected on a platform to reduce immigration right now cannot deliver that because the EU is an open border,"" he told Radio 4's Today.
""You cannot reject anyone unless you can demonstrate categorically that they pose an immediate threat to the life and livelihood of the UK.""",Home Secretary Theresa May has said the UK should quit the European Convention on Human Rights while remaining in the European Union.
430,"The 18-year-old fell at the New Charter Academy on Broadoak Road in Ashton-under-Lyne at about 09:10 BST, Greater Manchester Police (GMP) said.
GMP said he had gone to Manchester Royal Infirmary and his condition was ""serious"".
Principal Jenny Langley said the school would remain ""fully open"" while police investigated.
""Our thoughts are with the family and we're doing everything we can to support them along with staff and pupils,"" she said.",A student has been taken to hospital after falling from a balcony at a Greater Manchester school.
431,"The 35-year-old, appearing in his first competitive match in six months after injuring his knee, won 7-5 3-6 6-2 6-2.
World number four Stan Wawrinka needed five sets to beat Slovakia's Martin Klizan 4-6 6-4 7-5 4-6 6-4.
Japan's Kei Nishikori, ranked fifth, is through after beating Russia's Andrey Kuznetsov 5-7 6-1 6-4 6-7 (6-8) 6-2.
The 27-year-old will next play France's Jeremy Chardy while Wawrinka, 31, will face American Steve Johnson.
Federer, who hit 19 aces in his two-hour match against Melzer, faces 20-year-old American Noah Rubin in round two.
""Any match is a good match, even if I had lost, because I'm back on the court,"" the 17-time Grand Slam champion said.
""Last year was tough but it is nice to be playing normal tennis again. It was a long road but I made it.""
Chardy, ranked 72nd in the world, progressed when Spain's Nicolas Almagro pulled out with a calf injury four games into their match.
Almagro, 31, rebuffed suggestions he had only turned up to claim the $50,000 (£31,000) that comes with a first-round exit.
He said: ""I have more than $10m. I'm not going to play for $50,000. It is not the reason.""
Wawrinka, winner in 2014, is appearing in his 12th Australian Open and has never lost in the first round.
The Swiss fought back from a break down in the final set to edge Klizan in a testing three-hour encounter during which Wawrinka climbed over the net to apologise after accidentally striking his opponent with the ball.
""I was fighting a lot and I never give up but it was most important to get through,"" he said.
Nishikori, who is attempting to become the first Asian man to win a Grand Slam, secured victory despite receiving medical treatment in the final set.
""It wasn't easy, especially mentally and I should have finished it in four sets,"" he added.
Australian Nick Kyrgios raced to victory in his opener against Portuguese Gastao Elias, who is ranked 77th in the world.
The 14th seed took only 84 minutes to win 6-1 6-2 6-2, despite an eight-minute medical timeout to treat a nosebleed in the first set.
Despite the stoppage, it took him just 19 minutes to win the first set as he powered into the second round.
""I'm getting some great treatment for it from my team and it didn't cause me any problems,"" Kyrgios said.
Kyrgios will next play Italy's Andreas Seppi, who beat Paul-Henri Mathieu of France 6-4 7-6 (7-4) 6-7 (3-7) 7-5.
Tenth seed Tomas Berdych, twice a semi-finalist in Melbourne, also had a comfortable passage as his Italian opponent Luca Vanni retired after losing the opening set 6-1.
Seventh seed Marin Cilic fought back from two sets down to beat world number 278 Jerzy Janowicz 4-6 4-6 6-2 6-2 6-3 in three hours and set up a meeting with Britain's Dan Evans in round two.
France's Jo-Wilfried Tsonga, ranked 12th in the world, advanced after a 6-1 6-3 6-7 (5-7) 6-2 victory over Brazilian Thiago Monteiro.",Four-time champion Roger Federer reached the Australian Open second round with a four-set victory over Austria's Jurgen Melzer in Melbourne.
432,"The crash happened on Mountain Road near Trimsaran in Carmarthenshire just before 23:20 BST.
One boy is at Glangwili Hospital in Carmarthen, and the other was taken to Cardiff's University Hospital Wales.
The road remains closed while investigations are carried out. Police have seized a second vehicle which was present at the scene.
Any witnesses are asked to contact Carmarthenshire Roads Policing Unit on 101.",Two 17-year-old boys suffered serious injuries when the car they were travelling in crashed on Sunday night.
433,"Vauxhall's pension scheme is one of the largest in the UK, with 15,000 members.
Pensions expert John Ralfe said Peugeot owner PSA would not want to touch it ""with a barge pole"", saying he thought it had a deficit of about £1bn.
Half of the members were pensioners, Mr Ralfe told the BBC's Today programme.
The proposed sale will be discussed in the Commons on Monday afternoon after the Speaker granted an urgent question on the matter to the Labour MP for Ellesmere Port and Neston, Justin Madders.
Meanwhile a Downing Street spokesman confirmed that Prime Minister Theresa May was planning to meet Carlos Tavares, PSA chief executive, but a time and date for the meeting had not yet been fixed.
According to company filings to the end of 2014 - the latest available - the Vauxhall pension scheme had assets of about £1.8bn but liabilities of about £2.6bn, leaving a deficit of £840m.
Since then record low interest rates have hit the returns on government debt in which big pension schemes invest heavily, so the deficit had probably grown, Mr Ralfe said.
Last week it emerged that PSA Group, which also makes Citroen cars, was in talks about taking over GM's loss-making European business, Opel.
Mr Ralfe told Today the size of the deficit was a ""major issue for the takeover"". ""At best it's a stumbling block, at worst it could be a deal breaker,"" he said.
He said he was clear that PSA would not want to take on the pension scheme so they would only buy the operating assets, including the plant and the Vauxhall brand, leaving the pensions with General Motors UK.
""The trouble with that is that would then be a company with no assets, so what would have to happen ... is that General Motors US would have to issue a guarantee for that UK company,"" Mr Ralfe said.
PSA, which already works with GM in Europe on several projects, said a takeover was among ""numerous strategic initiatives"" being considered.
Any deal would involve Opel's UK arm, Vauxhall, which employs 4,500 staff at plants at Ellesmere Port and Luton.
Unite union leader Len McCluskey is also due to meet Mr Tavares this week to discuss the deal and any impact it might have on jobs.
Mr Ralfe said he did not think the Vauxhall pensioners needed to be worried about their position, but said that while politicians were ""running around all over the place asking about jobs, they should also be running around asking about pensions"".","Plans to sell the European arm of General Motors - including Vauxhall - to France's PSA Group could be derailed by the deficit in GM's UK pension scheme, an expert says."
434,"The government accepted recommendations by the Senior Salaries Review Body, saying pay restraint was one of the ""difficult choices"" it faced.
The award comes amid a row over the 1% cap on public sector rises.
After the general election, some ministers suggested a rethink, putting pressure on Chancellor Philip Hammond.
The government says its policy has not changed, and last week teachers were told they faced another year of 1% rises.
Most public sector pay is set by ministers after receiving recommendations from different pay review bodies.
These bodies have to take into account government policy, which since 2013 has been for a 1% increase across the public sector, although in theory they are able to recommend higher increases.
The Senior Salaries Review Board covers the senior civil service, senior military officers, the judiciary and senior managers working for arm's length bodies of the Department of Health.
For each group, the board recommended a 1% rise, which has been accepted by ministers.
In a written statement, Cabinet Office Minister Damian Green said the government ""greatly values"" public servants' work and understands the need to recruit, retain and motivate staff.
He added: ""However, there is a trade-off between pay and jobs in many public services, and pay restraint is one of the many difficult choices the government has had to make to help put the UK's public finances back on track.
""Senior public sector workers, like everyone else, will have to continue to play their part to ensure we deliver job security for working people across the country.""
Naomi Cooke, of senior civil servants' union the FDA, welcomed a government promise of a review of senior salaries, but added: ""What should be abundantly clear is that this cannot be achieved within a 1% straitjacket.
""Reform of senior civil service pay needs to be fully funded and it needs to happen soon - the current government pay policy is failing and is doing so in a way that costs civil servants and costs the public dear.""","Senior civil servants, military officers and judges are to receive 1% pay rises this year, ministers have announced."
435,"Kay's book was chosen from 91 submissions to win the Â£30,000 prize.
It is the first time the public have voted for a winner but the novel was also unanimously selected by the award's judging panel.
Leila Aboulela, Stewart Conn and Sue Peebles came in as runners-up, winning Â£5,000 each.
Kay was born in Edinburgh to a Scottish nurse and a Nigerian student, then adopted at birth by a white couple from Glasgow.
Red Dust Road follows the author in her search to find her birth parents.
She said: ""I happened to write the book, but it feels like my whole family is the winner. The book doesn't just belong to me.
""And now it seems like it has a whole life of its own in the heart-warming and unexpected way that readers have been finding connections to their own life in it.""
The prize has been won by James Kelman and Edwin Morgan in previous years.
Andrew Dixon, chief executive of Creative Scotland, said: ""With more than 40 literature and book festivals from the Borders to Ullapool, Scotland's writers continue to raise Scotland's cultural profile to an international audience.
""Jackie Kay is one of Scotland's national treasures.""",Scottish author Jackie Kay has won the 2011 Scottish Mortgage Investment Trust Book of the Year for her autobiographical novel Red Dust Road.
436,"A further eight people were injured, said the Syrian Observatory for Human Rights, a UK-based monitoring group.
It happened at a border crossing north of the Syrian town of Jisr al-Shugour, which is controlled by jihadist groups.
The Turkish military insists guards fired only warning shots and that the Syrians dispersed.
Syria: The story of the conflict
Syria's displaced struggle to survive
Turkey says it is being unjustly accused, and is under immense pressure from the EU to stop Syrians trying to travel to Europe.
More than 2.7 million people who fled the war in Syria have taken refuge in Turkey.
Turkey closed its borders to Syrians several months ago.
As well as four children, three women and a man were also killed, the Observatory said.
Other Syrian opposition groups put the death toll at 11.
Since the beginning of 2016, nearly 60 civilians have been shot while trying to flee across the border from Syria into Turkey, the Observatory says.","Turkish border guards have shot dead at least eight Syrians, including four children, who were trying to cross into Turkey, activists say."
437,"Eight hundred of the plants, as well as electrical equipment, were seized at a workshop in Millisle on Friday.
Police said it was one of the biggest and most sophisticated production operations they had uncovered recently.
Insp Andy Dunlop said there were ""young plants, the remnants of a previous harvest, space for drying the product and space for waste products"".
He added: ""No arrests were made this morning but our enquiries will be continuing over the coming days.""","Cannabis plants worth an estimated £400,000 have been seized by police  in County Down."
438,"The government is to meet this week with Southern, which links London with Surrey, Sussex, Kent and Hampshire.
The rail company is embroiled in a long-running union dispute over the role of guards on new trains.
Mr Maynard said the continued delays and cancellations affecting the service were ""unacceptable"".
More updates on BBC Live: Sussex
Industrial action by the National Union of Rail, Maritime and Transport Workers (RMT) and high levels of staff sickness have hit services, with the introduction of a temporary emergency timetable initially cutting up to 341 trains a day.
Mr Maynard told the Commons: ""Some routes are still suffering badly and my priority is making sure services are being restored in a timely, sensible and lasting manner.""
""The real solution here is for the RMT to bring this dispute to a close and start to put passengers first,"" he added.
Mr Maynard also denied plans for ""more generous"" compensation to Southern Rail commuters affected by strikes were on the ""backburner"".
He also agreed to consider calls for season ticket holders to receive a rebate of up to 20%.
Meanwhile, Southern announced it would reinstate the full timetable from Tonbridge and Reigate to Redhill and London Victoria/London Bridge on Monday.
Alex Foulds, Southern's passenger services director, apologised to customers ""who have suffered ever since the RMT began their unnecessary action"".
He said the temporary weekday timetable had been delivering a ""more consistent, reliable"" service.
""We are steadily reintroducing trains and will continue to do so until the entire timetable is back in place,"" he added.
Mick Cash, RMT general secretary, called the changes ""pitiful"".
He added: ""The fact passengers are still paying through the nose for a vastly reduced service is solely due to the gross managerial incompetence and profiteering of this basket-case rail operator.
""Yet again Southern are blaming their staff for their own systemic failures...""
RMT spokesman Garry Hassell has said the dispute ""could last until Christmas"".",Rail Minister Paul Maynard has assured passengers he is determined to resolve issues on the troubled Southern network as a matter of urgency.
439,"The Dow Jones index finished 0.19% ahead at 20,090.29 points, while the Nasdaq closed up 0.19% at 5,674.22.
The S&P 500 just managed to scrape an increase, closing up 0.02% at 2.293.08.
Oil prices fell on Tuesday, pushed down by higher stockpiles in the US, and as a result energy company shares came under pressure.
Brent Crude dropped by 1.7% to $54.79 a barrel and West Texas Intermediate Crude fell by 2.2% to $51.86.
Shares in Chevron closed down by 1.41% and Exxon Mobil was 0.65% lower.
""If we are going into a quarter or two of lower energy prices... the story of improving earnings for the S&P 500, with the help of improving earnings in energy companies, may be suspect,"" said Bucky Hellwig, senior vice president at BB&T Wealth Management.
Shares in luxury handbag maker Michael Kors saw the biggest fall on the S&P, losing 10.8%.
Earlier the firm had reported disappointing third-quarter sales and cut its full-year revenue  forecasts.
Also on the S&P, General Motors ended the day 4.7% lower after the carmaker posted a fall in net profits.","(Close): Shares on Wall Street ended the day little changed, although the tech-heavy Nasdaq did edge up to another record high."
440,"The road is planned to run from Postwick on the A47 and go around the east and north of the city, to connect with the A1067.
Norfolk Chamber said it was ""delighted"" by the news and that the road would ""unlock jobs and new homes"".
But campaigners say the road will not solve traffic problems and will ""damage the quality of life"" for local people.",Norwich's northern bypass has been granted development consent from the government.
441,"Announcing the change, justice minister Sam Gyimah said: ""Stalkers torment their victims and can make everyday life almost unbearable.""
If the offence is racially or religiously aggravated, the current seven-year maximum will go up to 14.
Labour said ministers had ""changed their mind"" under pressure, having previously opposed tougher penalties.
In 2015, 194 people were convicted of stalking in England and Wales and were, on average, sentenced to 14 months in jail.
The government is expected to bring in the changes in an amendment to the Policing and Crime Bill, when it is debated in the Commons on Tuesday. The bill, which is in its final stages in Parliament, is likely to become law in the coming weeks.
It will also raise the maximum sentence for harassment from five to 10 years, and similarly from seven to 14 if it is racially or religiously aggravated.
Helen Pearson's five-year ordeal started with slashed bicycle tyres.
Then the text messages, phone calls and threatening letters began. A dead cat left on the doorstep.
""It just slowly kind of escalated,"" says Helen Pearson, from Devon. ""You are constantly the whole time living on a knife edge.
""Every time you had a letter, it would get sent off for fingerprints. They'd find no fingerprints, so it would be logged and it would just carry on and on and on.""
Read more here
Mr Gyimah said the sentences were being doubled so these ""awful crimes can be properly punished"".
But Labour said its amendment to the bill in the House of Lords in December, which would have doubled maximum sentences for the most serious offences, had been opposed by the government.
The amendment was approved by the Lords by 160 votes to 149 but 139 Conservative peers voted against.
However two Conservative MPs, Alex Chalk and Richard Graham, had campaigned to increase punishment for stalking. Mr Chalk introduced a private member's bill last year calling for the maximum sentence to be doubled.
Labour says there was a chance of a ""sizeable rebellion"" among Conservative MPs if the government sought to overturn the move when MPs debate it.
""Thankfully, under pressure, the Tories have changed their mind,"" said shadow justice secretary Richard Burgon.
""But more still needs to be done to ensure that victims of stalking feel confident enough that their complaint will be investigated properly when they first report it.""
Last month, new stalking protection orders were introduced to protect victims - especially those targeted by strangers or colleagues - at the very earliest possible stage.
Police in England and Wales can now apply to the courts for an order before a stalking suspect has been convicted or even arrested.
A typical order might ban the suspect from going near the victim or contacting them online, and could also make them undergo treatment if they have a mental health problem.
The orders follow legislation introduced in 2012 which made stalking a specific criminal offence in England and Wales.
In Scotland, stalking is illegal under the Criminal Justice and Licensing (Scotland) Act 2010 and in Northern Ireland it is prohibited under the Protection from Harassment Order (NI) 1997.",The maximum sentence for stalking available to courts in England and Wales is to rise from five years to 10.
442,"The sides meet in the Co Antrim Shield decider at Ballymena on Tuesday night.
An exciting last-eight line-up also includes two derbies with Portadown hosting holders Glenavon while Coleraine visit Ballymena United.
Dungannon Swifts go to Warrenpoint Town, the only team outside the top-flight still in the competition.
""It's a big tie between two teams who have played really well for the last 12 months,"" said Crusaders boss Stephen Baxter.
""We look forward to the challenge - it will be a great day with a big atmosphere.""","The Premiership's top two teams will meet the in Irish Cup quarter-finals with Crusaders having home advantage against Linfield on Saturday, 4 March."
